budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Column1,Name2,tweets analyzed,movieTermCount,total retweets,positive percentage,positive retweets,negative percentage,negative retweets,neutral tweet percentage,P_N,P_N_N,P_Nratio,PandN/Nratio
40000000,Columbia Pictures,USA,Harald Zwart,Action,176591618,The Karate Kid,PG,40340,140,6.2,Jackie Chan,131784,Christopher Murphey,2010,5335,The Karate Kid,61,11,11,54.09836066,10,9.836065574,0,36.06557377,1,2,5.5,9.166666667
110000000,Twentieth Century Fox Film Corporation,USA,Joe Carnahan,Action,77222099,The A-Team,PG-13,40340,117,6.8,Liam Neeson,222505,Joe Carnahan,2010,5308,The A-Team,22,2,3,72.72727273,2,18.18181818,0,9.090909091,1,2,4.000000001,4.500000001
50000000,Twentieth Century Fox Film Corporation,USA,Tom Dey,Comedy,33644788,Marmaduke,PG,40333,100,4.2,Owen Wilson,12104,Tim Rasmussen,2010,5476,Marmaduke,13,4,0,30.76923077,0,23.07692308,0,46.15384615,1,1,1.333333333,3.333333333
75000000,Lionsgate,USA,Robert Luketic,Action,47059963,Killers,PG-13,40333,100,5.4,Katherine Heigl,77029,Bob DeRosa,2010,5400,Killers,14,3,6,50,0,21.42857143,6,28.57142857,1,2,2.333333333,3.666666666
0,Universal Pictures,USA,Nicholas Stoller,Comedy,60974475,Get Him to the Greek,R,40333,109,6.4,Jonah Hill,153864,Nicholas Stoller,2010,5374,Get Him to the Greek,40,19,0,60,0,5,0,35,1,2,12,19
0,Porchlight Films,Australia,David Michôd,Crime,1044039,Animal Kingdom,R,40332,113,7.3,James Frecheville,48461,David Michôd,2010,5378,Animal Kingdom,13,1,6,84.61538462,6,0,0,15.38461538,1,2,0,0
200000000,Walt Disney Pictures,USA,Mike Newell,Action,90759676,Prince of Persia: The Sands of Time,PG-13,40326,116,6.6,Jake Gyllenhaal,237542,Boaz Yakin,2010,5315,Prince of Persia: The Sands of Time,7,6,1,57.14285714,0,0,0,42.85714286,1,2,0,0
100000000,New Line Cinema,USA,Michael Patrick King,Comedy,95347692,Sex and the City 2,R,40325,146,4.4,Sarah Jessica Parker,63699,Michael Patrick King,2010,5307,Sex and the City 2,40,15,2,45,1,22.5,0,32.5,1,2,2,3.444444444
10000000,Broadway Video,USA,Jorma Taccone,Action,8460995,MacGruber,R,40319,90,5.5,Will Forte,37743,Will Forte,2010,5439,MacGruber,33,10,10,48.48484848,3,15.15151515,0,36.36363636,1,2,3.2,5.6
165000000,DreamWorks Animation,USA,Mike Mitchell,Animation,238371987,Shrek Forever After,PG,40319,93,6.3,Mike Myers,150636,William Steig,2010,5355,Shrek Forever After,12,3,4,66.66666667,4,8.333333333,0,25,1,2,8.000000001,11
2000000,Tornasol Films,Argentina,Juan José Campanella,Drama,20167424,The Secret in Their Eyes,R,40319,129,8.2,Ricardo Darín,149747,Eduardo Sacheri,2009,5084,The Secret in Their Eyes,18,11,4,61.11111111,2,16.66666667,0,22.22222222,1,2,3.666666666,4.999999999
30000000,Summit Entertainment,USA,Gary Winick,Adventure,53032453,Letters to Juliet,PG,40312,100,6.6,Amanda Seyfried,79868,Jose Rivera,2010,5402,Letters to Juliet,21,3,1,42.85714286,0,9.523809524,0,47.61904762,1,1,4.5,9.5
200000000,Universal Pictures,USA,Ridley Scott,Action,105269730,Robin Hood,PG-13,40312,140,6.7,Russell Crowe,224548,Brian Helgeland,2010,5323,Robin Hood,18,1,4,61.11111111,2,27.77777778,2,11.11111111,1,2,2.2,2.6
7300000,Marv Films,UK,Daniel Barber,Action,1818681,Harry Brown,R,40312,103,7.2,Michael Caine,77350,Gary Young,2009,5214,Harry Brown,11,3,0,63.63636364,0,0,0,36.36363636,1,2,0,0
0,Film4,UK,Christopher Morris,Comedy,304137,Four Lions,R,40305,97,7.3,Will Adamsdale,61262,Christopher Morris,2010,5337,Four Lions,18,8,3,61.11111111,3,0,0,38.88888889,1,2,0,0
200000000,Paramount Pictures,USA,Jon Favreau,Action,312433331,Iron Man 2,PG-13,40305,124,7,Robert Downey Jr.,571416,Justin Theroux,2010,5298,Iron Man 2,55,11,2,56.36363636,0,20,1,23.63636364,1,2,2.818181818,4
4000000,Blank of the Dead Productions,USA,George A. Romero,Comedy,101740,Survival of the Dead,R,40304,90,4.9,Alan Van Sprang,18336,George A. Romero,2009,5267,Survival of the Dead,5,1,0,60,0,20,0,20,1,2,3,4
0,Fidélité Films,France,Gaspar Noé,Drama,336467,Enter the Void,NOT RATED,40303,161,7.3,Nathaniel Brown,51942,Gaspar Noé,2009,5116,Enter the Void,43,4,5,51.1627907,3,20.93023256,1,27.90697674,1,2,2.444444444,3.777777777
35000000,Summit Entertainment,USA,Roger Kumble,Comedy,17596256,Furry Vengeance,PG,40298,100,3.8,Brendan Fraser,13245,Michael Carnes,2010,5494,Furry Vengeance,7,4,0,14.28571429,0,28.57142857,0,57.14285714,0,1,0.5,2.5
35000000,New Line Cinema,USA,Samuel Bayer,Horror,63075011,A Nightmare on Elm Street,R,40298,95,5.2,Jackie Earle Haley,79930,Wesley Strick,2010,5304,A Nightmare on Elm Street,43,10,40,53.48837209,0,11.62790698,2,34.88372093,1,2,4.599999998,7.599999998
13000000,Yellow Bird,Sweden,Niels Arden Oplev,Drama,10095170,The Girl with the Dragon Tattoo,R,40298,152,7.8,Michael Nyqvist,185107,Nikolaj Arcel,2009,5085,The Girl with the Dragon Tattoo,47,20,2,53.19148936,1,14.89361702,0,31.91489362,1,2,3.571428572,5.714285715
0,Henan Film & TV Production Group Henan Film Studio,Hong Kong,Wilson Yip,Action,205675,Ip Man 2,R,40297,108,7.6,Donnie Yen,78917,Tai-lee Chan,2010,5435,Ip Man 2,36,15,5,58.33333333,5,27.77777778,0,13.88888889,1,2,2.1,2.6
0,Six Entertainment,Netherlands,Tom Six,Horror,181467,The Human Centipede (First Sequence),R,40296,92,4.4,Dieter Laser,62034,Tom Six,2009,5103,The Human Centipede (First Sequence),15,9,0,60,0,13.33333333,0,26.66666667,1,2,4.500000001,6.500000002
25000000,Warner Bros.,USA,Sylvain White,Action,23580735,The Losers,PG-13,40291,97,6.4,Idris Elba,78545,Peter Berg,2010,5369,The Losers,6,1,1,33.33333333,0,50,1,16.66666667,0,0,0.666666667,1
5000000,Echo Lake Entertainment,USA,Derrick Borte,Drama,1474508,The Joneses,R,40291,96,6.5,Demi Moore,35116,Randy T. Dinzler,2009,5240,The Joneses,6,1,0,50,0,33.33333333,0,16.66666667,1,2,1.5,2
20000000,Screen Gems,USA,Neil LaBute,Comedy,42739347,Death at a Funeral,R,40284,92,5.7,Chris Rock,38627,Dean Craig,2010,5420,Death at a Funeral,18,2,3,50,3,16.66666667,0,33.33333333,1,2,2.999999999,4.999999999
30000000,Marv Films,UK,Matthew Vaughn,Action,48071303,Kick-Ass,R,40284,117,7.7,Aaron Taylor-Johnson,465530,Jane Goldman,2010,5286,Kick-Ass,53,5,4,54.71698113,1,7.547169811,2,37.73584906,1,2,7.25,12.25
55000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,98711404,Date Night,PG-13,40277,88,6.3,Steve Carell,135458,Josh Klausner,2010,5328,Date Night,33,3,3,51.51515152,0,6.060606061,0,42.42424242,1,2,8.5,15.5
125000000,Warner Bros.,USA,Louis Leterrier,Action,163214888,Clash of the Titans,PG-13,40270,106,5.8,Sam Worthington,241875,Travis Beacham,2010,5288,Clash of the Titans,30,7,6,43.33333333,1,6.666666667,0,50,1,1,6.499999999,14
50000000,The Weinstein Company,USA,Howard McCain,Action,160641,Outlander,R,40269,115,6.3,Jim Caviezel,66198,Dirk Blackman,2008,4897,Outlander,23,2,2,30.43478261,2,8.695652174,0,60.86956522,1,1,3.5,10.5
20000000,Touchstone Pictures,USA,Julie Anne Robinson,Drama,62950384,The Last Song,PG,40268,100,5.9,Miley Cyrus,66108,Nicholas Sparks,2010,5376,The Last Song,36,12,0,11.11111111,0,0,0,88.88888889,1,1,0,0
0,BBC Films,Denmark,Nicolas Winding Refn,Adventure,17546,Valhalla Rising,NOT RATED,40268,93,6,Mads Mikkelsen,47214,Nicolas Winding Refn,2009,5121,Valhalla Rising,13,9,0,46.15384615,0,15.38461538,0,38.46153846,1,2,3.000000001,5.500000001
36000000,Metro-Goldwyn-Mayer (MGM),USA,Steve Pink,Comedy,50287556,Hot Tub Time Machine,R,40263,101,6.4,John Cusack,145648,Josh Heald,2010,5342,Hot Tub Time Machine,32,11,2,46.875,1,12.5,0,40.625,1,2,3.75,7
0,Scott Rudin Productions,USA,Noah Baumbach,Comedy,4216789,Greenberg,R,40263,107,6.1,Ben Stiller,31477,Jennifer Jason Leigh,2010,5316,Greenberg,22,3,20,45.45454545,0,4.545454545,0,50,1,1,10,21
165000000,DreamWorks Animation,USA,Dean DeBlois,Animation,217581231,How to Train Your Dragon,PG,40263,98,8.1,Jay Baruchel,538360,William Davies,2010,5313,How to Train Your Dragon,35,5,1,40,1,25.71428571,0,34.28571429,1,2,1.555555556,2.88888889
0,Parallel Film Productions,Ireland,Ian Fitzgibbon,Action,828,Perrier's Bounty,R,40263,88,6.4,Gabriel Byrne,5514,Mark O'Rowe,2009,5243,Perrier's Bounty,5,2,7,40,0,0,0,60,1,1,0,0
32000000,Universal Pictures,USA,Miguel Sapochnik,Action,13794835,Repo Men,R,40256,111,6.3,Jude Law,91561,Eric Garcia,2010,5423,Repo Men,8,3,0,50,0,0,0,50,1,0,0,0
10000000,River Road Entertainment,USA,Floria Sigismondi,Biography,3571735,The Runaways,R,40256,106,6.6,Kristen Stewart,41586,Floria Sigismondi,2010,5392,The Runaways,24,5,2,58.33333333,0,12.5,0,29.16666667,1,2,4.666666666,7
40000000,Columbia Pictures,USA,Andy Tennant,Action,67061228,The Bounty Hunter,PG-13,40256,110,5.5,Jennifer Aniston,103868,Sarah Thorp,2010,5391,The Bounty Hunter,25,1,32,44,20,36,0,20,1,2,1.222222222,1.777777778
15000000,Color Force,USA,Thor Freudenthal,Comedy,64003625,Diary of a Wimpy Kid,PG,40256,100,6.2,Zachary Gordon,35256,Jackie Filgo,2010,5348,Diary of a Wimpy Kid,22,11,39,31.81818182,0,13.63636364,0,54.54545455,1,1,2.333333333,6.333333332
100000000,Universal Pictures,UK,Paul Greengrass,Action,35053660,Green Zone,R,40249,115,6.8,Matt Damon,116142,Brian Helgeland,2010,5408,Green Zone,36,1,28,41.66666667,7,5.555555556,0,52.77777778,1,1,7.5,17
16000000,Summit Entertainment,USA,Allen Coulter,Drama,19068240,Remember Me,PG-13,40249,113,7.2,Robert Pattinson,121432,Will Fetters,2010,5314,Remember Me,21,1,1,33.33333333,1,23.80952381,0,42.85714286,1,1,1.4,3.2
20000000,DreamWorks,USA,Jim Field Smith,Comedy,31584722,She's Out of My League,R,40249,100,6.4,Jay Baruchel,107464,Sean Anders,2010,5287,She's Out of My League,67,6,16,47.76119403,10,8.955223881,3,43.28358209,1,2,5.333333333,10.16666667
200000000,Walt Disney Pictures,USA,Tim Burton,Adventure,334191110,Alice in Wonderland,PG,40242,108,6.5,Mia Wasikowska,331389,Linda Woolverton,2010,5302,Alice in Wonderland,47,4,2,48.93617021,0,8.510638298,0,42.55319149,1,2,5.75,10.75
17000000,Millennium Films,USA,Antoine Fuqua,Crime,27154426,Brooklyn's Finest,R,40242,132,6.7,Richard Gere,55183,Michael C. Martin,2009,5200,Brooklyn's Finest,40,1,20,37.5,0,20,0,42.5,1,1,1.875,4
37000000,Warner Bros.,USA,Kevin Smith,Action,44875481,Cop Out,R,40235,107,5.6,Bruce Willis,78157,Robb Cullen,2010,5417,Cop Out,19,1,0,26.31578947,0,21.05263158,0,52.63157895,1,1,1.25,3.75
20000000,Overture Films,USA,Breck Eisner,Horror,39123589,The Crazies,R,40235,101,6.5,Radha Mitchell,98210,Scott Kosar,2010,5370,The Crazies,25,1,3,56,1,20,1,24,1,2,2.8,4
0,Egoli Tossell Film,UK,Michael Hoffman,Biography,6616974,The Last Station,R,40235,112,7,Helen Mirren,16078,Michael Hoffman,2009,5275,The Last Station,20,1,2,50,0,5,0,45,1,2,10,19
80000000,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,Shutter Island,R,40228,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010,5284,Shutter Island,58,13,11,46.55172414,3,12.06896552,0,41.37931034,1,2,3.857142856,7.285714284
8000000,Belladonna Productions,USA,Julio DePietro,Comedy,100503,The Good Guy,R,40228,100,5.9,Alexis Bledel,8288,Julio DePietro,2009,5266,The Good Guy,52,1,3,55.76923077,0,25,1,19.23076923,1,2,2.230769231,3
12000000,Dharma Productions,India,Karan Johar,Adventure,4018695,My Name Is Khan,PG-13,40221,165,8,Shah Rukh Khan,81130,Shibani Bathija,2010,5422,My Name Is Khan,11,9,0,27.27272727,0,0,0,72.72727273,1,1,0,0
150000000,Universal Pictures,USA,Joe Johnston,Drama,61979680,The Wolfman,R,40221,103,5.8,Benicio Del Toro,93175,Andrew Kevin Walker,2010,5385,The Wolfman,42,2,21,26.19047619,5,21.42857143,5,52.38095238,1,1,1.222222222,3.666666666
52000000,New Line Cinema,USA,Garry Marshall,Comedy,110485654,Valentine's Day,PG-13,40221,125,5.7,Julia Roberts,100570,Katherine Fugate,2010,5349,Valentine's Day,13,3,0,46.15384615,0,30.76923077,0,23.07692308,1,2,1.5,2.25
95000000,Fox 2000 Pictures,UK,Chris Columbus,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,40221,118,5.9,Logan Lerman,152255,Craig Titley,2010,5295,Percy Jackson & the Olympians: The Lightning Thief,16,9,1,31.25,0,0,0,68.75,1,1,0,0
3500000,Medusa Film,Italy,Dario Argento,Horror,58669,Mother of Tears,R,40219,102,5.1,Asia Argento,7679,Jace Anderson,2007,4827,Mother of Tears,8,2,0,25,0,50,0,25,0,0,0.5,1
25000000,Screen Gems,USA,Lasse Hallström,Drama,80014842,Dear John,PG-13,40214,108,6.3,Channing Tatum,115712,Jamie Linden,2010,5365,Dear John,59,5,6,54.23728814,3,18.6440678,1,27.11864407,1,2,2.909090909,4.363636363
7000000,Fox Searchlight Pictures,USA,Scott Cooper,Drama,39462438,Crazy Heart,R,40214,112,7.3,Jeff Bridges,73161,Scott Cooper,2009,5165,Crazy Heart,19,1,2,31.57894737,0,26.31578947,2,42.10526316,1,1,1.2,2.800000001
28000000,Relativity Media,USA,Brian Levant,Action,24268828,The Spy Next Door,PG,40193,94,5.4,Jackie Chan,33070,Jonathan Bernstein,2010,5411,The Spy Next Door,23,15,19,69.56521739,17,0,0,30.43478261,1,2,0,0
80000000,Alcon Entertainment,USA,Albert Hughes,Action,94835059,The Book of Eli,R,40193,118,6.9,Denzel Washington,246433,Gary Whitta,2010,5306,The Book of Eli,52,8,9,46.15384615,2,23.07692308,1,30.76923077,1,2,2,3.333333333
65000000,DreamWorks,USA,Peter Jackson,Drama,43818839,The Lovely Bones,PG-13,40193,135,6.7,Rachel Weisz,133076,Fran Walsh,2009,5101,The Lovely Bones,61,13,2,37.70491803,2,21.31147541,0,40.98360656,1,1,1.769230769,3.692307692
2900000,Destination Films,USA,Scott Sanders,Action,228477,Black Dynamite,R,40191,84,7.4,Arsenio Hall,38535,Michael Jai White,2009,5201,Black Dynamite,37,11,9,62.16216216,9,16.21621622,0,21.62162162,1,2,3.833333332,5.166666665
19000000,Universal Pictures,USA,Anand Tucker,Comedy,25918920,Leap Year,PG,40186,100,6.5,Amy Adams,77685,Deborah Kaplan,2010,5334,Leap Year,36,4,8,50,4,8.333333333,0,41.66666667,1,2,6,11
18000000,Dimension Films,USA,Miguel Arteta,Comedy,15281286,Youth in Revolt,R,40186,90,6.5,Michael Cera,67707,Gustin Nash,2009,5209,Youth in Revolt,13,7,2,61.53846154,2,38.46153846,0,0,1,2,1.6,1.6
35000000,GK Films,UK,Jean-Marc Vallée,Biography,11001272,The Young Victoria,PG,40186,100,7.3,Emily Blunt,49189,Julian Fellowes,2009,5117,The Young Victoria,7,3,0,14.28571429,0,0,0,85.71428571,1,1,0,0
40000000,Infinity Features Entertainment,UK,Terry Gilliam,Adventure,7689607,The Imaginarium of Doctor Parnassus,PG-13,40186,123,6.8,Christopher Plummer,131731,Terry Gilliam,2009,5112,The Imaginarium of Doctor Parnassus,12,7,0,16.66666667,0,33.33333333,0,50,0,1,0.5,2
0,Vinod Chopra Productions,India,Rajkumar Hirani,Adventure,6532908,3 Idiots,PG-13,40172,170,8.4,Aamir Khan,250762,Rajkumar Hirani,2009,5079,3 Idiots,31,5,8,29.03225806,7,25.80645161,1,45.16129032,1,1,1.125,2.875
75000000,Fox 2000 Pictures,USA,Betty Thomas,Animation,219614612,Alvin and the Chipmunks: The Squeakquel,PG,40170,88,4.5,Jason Lee,34731,Jon Vitti,2009,5189,Alvin and the Chipmunks: The Squeakquel,10,8,4,10,0,30,0,60,0,1,0.333333333,2.333333333
237000000,Twentieth Century Fox Film Corporation,UK,James Cameron,Action,760507625,Avatar,PG-13,40165,162,7.8,Sam Worthington,954412,James Cameron,2009,5062,Avatar,27,1,13,40.74074074,12,11.11111111,1,48.14814815,1,1,3.666666667,8.000000001
25000000,CinemaNX,UK,Richard Linklater,Drama,1186957,Me and Orson Welles,PG-13,40165,114,6.8,Zac Efron,9720,Robert Kaplow,2008,5036,Me and Orson Welles,9,5,4,55.55555556,4,22.22222222,0,22.22222222,1,2,2.5,3.5
60000000,Warner Bros.,USA,Clint Eastwood,Biography,37491364,Invictus,PG-13,40158,134,7.4,Morgan Freeman,132427,Anthony Peckham,2009,5157,Invictus,23,1,27,30.43478261,22,4.347826087,0,65.2173913,1,1,7,22
105000000,Walt Disney Animation Studios,USA,Ron Clements,Animation,104400899,The Princess and the Frog,G,40158,97,7.1,Anika Noni Rose,97887,Ron Clements,2009,5111,The Princess and the Frog,49,13,13,65.30612245,8,10.20408163,0,24.48979592,1,2,6.400000002,8.800000003
21000000,Miramax,USA,Kirk Jones,Adventure,8855646,Everybody's Fine,PG-13,40151,100,7.2,Robert De Niro,52792,Kirk Jones,2009,5234,Everybody's Fine,29,1,10,58.62068966,10,13.79310345,0,27.5862069,1,2,4.25,6.25
0,Beijing Film Studio,China,John Woo,Action,627047,Red Cliff,R,40151,150,7.4,Tony Chiu-Wai Leung,39046,John Woo,2008,5003,Red Cliff,11,2,11,81.81818182,9,0,0,18.18181818,1,2,0,0
40000000,Warner Bros.,Germany,James McTeigue,Action,38105077,Ninja Assassin,R,40142,99,6.4,Rick Yune,60987,Matthew Sand,2009,5177,Ninja Assassin,31,10,6,32.25806452,3,19.35483871,0,48.38709677,1,1,1.666666667,4.166666667
40000000,Twentieth Century Fox Film Corporation,USA,Wes Anderson,Animation,21002919,Fantastic Mr. Fox,PG,40142,87,7.8,George Clooney,154247,Roald Dahl,2009,5067,Fantastic Mr. Fox,65,12,23,69.23076923,15,7.692307692,4,23.07692308,1,2,9,12
50000000,Temple Hill Entertainment,USA,Chris Weitz,Adventure,296623634,The Twilight Saga: New Moon,PG-13,40137,130,4.6,Kristen Stewart,232524,Melissa Rosenberg,2009,5109,The Twilight Saga: New Moon,36,18,3,41.66666667,0,38.88888889,1,19.44444444,1,2,1.071428571,1.571428571
29000000,Alcon Entertainment,USA,John Lee Hancock,Biography,255959475,The Blind Side,PG-13,40137,100,7.7,Quinton Aaron,242741,John Lee Hancock,2009,5070,The Blind Side,52,2,10,48.07692308,5,13.46153846,1,38.46153846,1,2,3.571428572,6.428571429
